Scientific Name,#Occurrences
jaculus turcmenicus,1
janimus rhinophilos,1
janimus rhinophilus,1
janimus sp,1
jaskhadelphys minutus,1
jeholodens jenkinsi,1
jepsenella praepropera,1
jepsenia mantiensis,1
jiaoluotherium turfanense,1
kamptobataas kuczynskii,1
karakoromys decessus,1
karnimata huxleyi,1
keeuna springeri,1
kelba quadeemae,1
kennalestes gabiensis,1
kennalestes gobiensis,1
keramidomys sp,1
kerivoula papuensis,1
knightomys? sp,1
kobus kob/vardonii,1
kogia sp,1
kollpania tiupampina,1
kunmunella transversa,1
kuterintja ngama,1
labidolemur serus,1
labidolemur soricoides,1
lagidium cuvieri,1
lagidium pallyces,1
lagomys princeps,1
lagopsis penai,1
lagopsis sp,1
lagopsis versus,1
lagorchestes conspicillatus,1
lagostomus sp,1
lagostrophus fasciatus,1
lagothrix flavicauda,1
lama alpaca,1
lama huanacus,1
lambdotherium? sp,1
lambertocyon? eximius,1
lambertocyon? sp,1
lamprolithax simulans,1
landenodon phelizoni,1
lanthanotherium dehmi,1
lanthanotherium sp,1
lantianius xiehuensis,1
lantianus xiehuensis,1
lasiopyga sp.,1
lasiorhinus krefftii,1
lasiorhinus sp.,1
lasiurus borealis?,1
lasiurus brachyotis,1
lasiurus cinerus,1
lasiurus minor,1
lasiurus pallescens,1
lasiurus pfeifferi,1
lasiurus sp,1
leggada booduga,1
leggada gerbillus,1
leggada proconodon,1
legionarictis fortidens,1
leidymys parvus,1
leidymys vetus,1
lemmus chrysogaster,1
lemmus nigripes,1
lemniscomys [unknown],1
lemniscomys sp?,1
lemur lemur,1
lemur mococo,1
lemur mongos,1
lemur variaus,1
leontinia garzoni,1
leontopithecus sp.,1
leopardus jacobita,1
leopardus pajeros,1
lepilemur sp.,1
lepilemus mustelinus,1
lepoides lepoides,1
leporid indet,1
leporid? sp,1
leporillus eporillus,1
leporillus jonesi,1
leptacodon proserpinae,1
leptarctus oregonensis,1
leptarctus sp,1
leptauchenia nitida,1
leptauchenia platyceps,1
leptictidium auderiense,1
leptictis haydeni,1
leptictis? sp,1
leptochoerus gracilis,1
leptochoerus spectabilis,1
leptocyon shermanensis,1
leptomeryx blacki,1
leptomeryx elissae,1
leptomeryx minimus,1
leptomeryx semicinctus,1
leptomeryx transmontanus?,1
leptomeryx yoderi,1
leptomeryx? minutus,1
leptonysson sp,1
leptoromys wilsoni,1
leptotataromys gracilidens,1
leptotomus grandis,1
leptotomus huerfanensis,1
leptotomus/mytonomys sp,1
leptotomus? sp,1
lepus aegyptius,1
lepus americanus?,1
lepus angolensis,1
lepus artemisiae,1
lepus auduboni,1
lepus brachyurus,1
lepus collotis,1
lepus coreanus,1
lepus cuniculus,1
lepus isabellinus,1
lepus klamathensis,1
lepus marjorita,1
lepus oiostolus,1
lepus pequensis,1
lepus pictus,1
lepus quercerus,1
lepus sibericus,1
lepus tigrensis,1
lepus townsedii,1
lepus wongi,1
lepus zaisanicus,1
lestes conexus,1
lestes datangensis,1
lestes rotundus,1
lignimus montis,1
limnenetes? sp,1
limnocyon douglassi,1
limnocyon potens,1
limnocyon sp,1
limnocyon vetus,1
limnocyonid sp,1
limnocyonid? sp,1
limnonyx pontica,1
limnopithecus legetet,1
liponycteris kachhenis,1
lithocranius sclateri,1
litokoala kutjamarpensis,1
litolestes lacunatus,1
litolestes sp,1
litomylus dissentanensis,1
litomylus orthronepius,1
litomylus osceolae,1
litomylus s[,1
litomylus? alphamon,1
lonchophylla bokermanni,1
lonchophylla dekeyseri,1
lonchophylla pattoni,1
longirostromeryx wellsi,1
lontra perspicillata,1
lontra sp,1
lophiaspis baicherei,1
lophiaspis mauretti,1
lophiaspis occitanus,1
lophiobunodon minervoisensis,1
lophiodolodus chaparralensis,1
lophiodon leptorhyncum,1
lophiodon rhinocerodes,1
lophiomys ibeanus,1
lophiomys imhausii,1
lophostoma carrikeri,1
lophuromys prittiei,1
loris gracilis,1
loris sp.,1
lotor nanus,1
loveina minutus,1
loxolophus faulkneri,1
lundomys molitor,1
lushilagus lohoensis,1
lutra libyca,1
lutreolina groeberi,1
lycopsis longirostris,1
lycopsis torresi,1
lyncodon patagonicus,1
lynx canidensis,1
lynx eremicus,1
lynx gigas,1
lynx pardinus,1
lynx subsolanus,1
maastrichtidelphys meurismeti,1
macaca  fascicularis,1
macaca ?,1
macaca albobarbatus,1
macaca anderssoni,1
macaca assamensis,1
macaca sinicus,1
macaca thibetana,1
macacus cynomolgus,1
macacus pileatus,1
macacus rhesus,1
machaeroid sp,1
machaeroides eothen,1
machairodus aphanistus,1
machairodus diastemata,1
machairodus leoninus,1
machairodus niobrarensis,1
macrocranion robinsoni,1
macrocranion vandebroeki,1
macrocranion? sp,1
macrogeomys cherriei,1
macrogeomys dolichocephalus,1
macrogeomys underwoodii,1
macrognathomys nanus,1
macropus brachyurus,1
macropus eugenei,1
macropus irma,1
macropus nalabatus,1
macropus thor,1
macropus vishnu,1
macroscelides intufi,1
macroscelididae sp.,1
macrotarsius roederi,1
macrotarsomys bastardi,1
macrotus pygmaeus,1
madoqua [unknown],1
madoqua damarensis,1
madoqua piacentinii,1
maiorana ferrisensis,1
makalata armata?,1
malacomys edwardsi,1
malpaisomys insularis,1
mammut ?,1
mammut merriami,1
mammut mirificus,1
mammut nevadanus,1
mammut oligobunis,1
mammut sp.,1
mammuthus exilis,1
mammuthus ganesa,1
mammuthus imperator,1
mammuthus primigenius?,1
mammuthus subplanifrons,1
mamosopsis jurapoi,1
manatus ?,1
manatus americanus,1
mandrillus sphynx,1
manis ?,1
manis aurita,1
manis culionensis,1
manitsha tanka,1
manteoceras uintensis,1
manteoceras ultimus,1
margaretamys beccarii,1
margaretamys elegans,1
marmopterus albiventer,1
marmosa bruchi,1
marmosa incana,1
marmosa janetta,1
marmosa klagesi,1
marmosa leucastra,1
marmosa marica,1
marmosa noctivaga,1
marmosops caucae,1
marmosops juninensis,1
marmosops noctivagus.,1
marmota baibacina,1
marmota bobak,1
marmota camtschatica,1
marmota himalayana,1
marmota mensbieri,1
marmota menzbieri,1
marmota monay,1
marmota nevadensis,1
marsupicarnivore sp,1
martes burdigaliensis,1
martes campestris,1
martes filholi,1
martes fouina,1
martes melanophus,1
martes parapennanti,1
martes transitoria,1
masillabune martini,1
masillamys parvus,1
masrasector aegypticum,1
mastocomys fuscus,1
mastomys sp,1
mastomys whiteheadi,1
maxomys musschenbroeki,1
mazama [unknown],1
megacricetodon similus,1
megadolodus molariformis,1
megadolodus molarifornis,1
megadontomys flavidus,1
megahippus webbi,1
megaladapis madagascariensis,1
megaladapis sp,1
megaloceros giganteus?,1
megaloceros hibernicus,1
megalonyx dissimilis,1
megalonyx mathisi,1
megalonyx sp,1
meganthropus palaeojavenicus,1
megaptera noveangliae,1
megasminthus sp,1
megatapirus augustus,1
megatherium americanum,1
megopterna minuta,1
meinia asiatica,1
melanodon sp,1
melissiodon dominans,1
melivora capensis,1
melonycteris woodfordi,1
meniscoescuss robustus,1
meniscoessus caperatus,1
meniscoessus minor,1
meniscotherium robustus,1
menoceras barbouri,1
menodus robustus,1
menodus trigonoceras,1
mephitis aria,1
mephitis bicolor,1
mephitis mesomelus,1
mephitis occidentalis,1
mephitis rexroadensis,1
mephitis? mephitis?,1
meriones ?,1
meriones longifons,1
meriones rex,1
merychippus brevidens,1
merychippus columarius,1
merychippus culbertsoni,1
merychippus furcatus,1
merychippus mirabilis,1
merychippus placidus,1
merychyus calimontanus,1
merychyus crabilli-calaminthus,1
merychyus harrisonensis,1
merychyus medius,1
merychyus proprious?,1
merychyus taylori,1
merycochoerus compressidens,1
merycochoerus elrodi,1
merycochoerus gracilis,1
merycochoerus madisonius,1
merycochoerus medius,1
merycodus agilis,1
merycodus burgensis,1
merycodus coronatus,1
merycodus furlongi,1
merycodus ilfonsensis,1
merycodus loxoceras,1
merycodus loxophorus,1
merycodus? necatus?,1
merycoides editus,1
merycoides harrisonensis,1
merycoidodon bairdi,1
merycoidodon bullatus?,1
merycoidodon culbertsoni?,1
merycoidodon lewisi,1
merycoidodon major?,1
merycoidodon sp.,1
merycoidodon? affinis,1
merycoidodon? gracilis,1
merycopotamus petrocchi,1
mesagriochoerus primus,1
mesamynodon medius,1
mesdoma thompsoni,1
mesechinus hughi,1
mesocricetus newtoni,1
mesocricetus nigriculus,1
mesocyon brachyops,1
mesocyon drummondanus,1
mesocyon venator,1
mesodma kuszmauli,1
mesogaulus #3,1
mesogaulus ballensis,1
mesogaulus praecursor,1
mesohippus assiniboiensis,1
mesohippus equiceps,1
mesohippus grallipes,1
mesohippus longipes,1
mesohippus meteulophus,1
mesohippus obliquidens,1
mesohippus viejensis,1
mesohippus westoni,1
mesomeryx grangeri,1
mesomeryx indet,1
mesonychian sp,1
mesopithecus pentelicus,1
mesoplodon europeaeus,1
mesoplodon grayi,1
mesoplodon sp.,1
metacheiromys marshi,1
metachirus fuscogriseus,1
metachirus sp.,1
metadjidaumo? sp,1
metailurus africanus,1
metailurus minor,1
metapterodon zadoki,1
metarhinus abbotti,1
metarhinus earlei,1
metarhinus megarhinus,1
metechinus nevadensis,1
metechinus sp,1
metkatius kashmiriensis,1
metridiochoerus andrewsi,1
miacis deutschi,1
miacis gracilis,1
miacis hookwayi,1
miacis latouri,1
miacis petilus,1
miacis washakius,1
miacis? hookwayi,1
micoureus domina,1
micoureus phaeus,1
micoureus sp.,1
microbiotherium acclinum,1
microbiotherium gallegosense,1
microbiotherium patagonicum,1
microbiotherium tortor,1
microcavia sp.,1
microcebus coquereli,1
microcebus rufus,1
microchoerus erinaceous,1
microdipodops sp,1
microdipodops sp.,1
microdyromys miocaenicus,1
microgale gymnorhyncha,1
microgale melanorrhachis,1
microgale taiva,1
microhyus musculus,1
micromomyid sp,1
micromomys sp,1
microparamys hunteri,1
microparamys lingchaensis,1
microparamys scopaiodon,1
micropternodus morgani,1
micropternodus? sp,1
micropteropus sp.,1
microsciurus boquetensis,1
microsciurus otinus,1
microsciurus palmeri,1
microsciurus simonsi,1
microsorex? sp,1
microstonyx antiquus,1
microsus? sp,1
microsyops annectens,1
microsyops gracilis,1
microsyops kratos,1
microtitan? elongatus,1
microtodon longidens,1
microtomarctus conferta,1
microtoscoptes hibbardi,1
microtragulus catamarcensis,1
microtragulus reigi,1
microtus 4t,1
microtus arvalis/agrestis,1
microtus aurora,1
microtus chrotorrhinus?,1
microtus clarkei,1
microtus crotorrhinus,1
microtus dipidomys,1
microtus drummondi,1
microtus haydeni,1
microtus irene,1
microtus kishidai,1
microtus leucopus,1
microtus mcnowni,1
microtus melanogaster,1
microtus mogollonenesis,1
microtus montebelloi,1
microtus mordax,1
microtus mucronatus,1
microtus nivalinus,1
microtus nivaloides,1
microtus paradoxus,1
microtus pelliceus,1
microtus pennsylvancius,1
microtus pinatorum,1
microtus ratticepoides,1
microtus schelkovnikovi,1
microtus sikkimensis,1
microtus socialis,1
microtus tschuktschorum,1
microureus alstoni,1
mictomys vetus,1
midas ursulus,1
mimocyon longipes,1
mimomys 'intermedius',1
mimomys magilli,1
mimomys polonicus,1
mimomys sarini,1
mimomys savini,1
mimomys? pusillus,1
mimon ?,1
mimon sp.,1
mimon? sp,1
mimotona sp,1
mimotricentes mirielae,1
mindomys hammondi,1
miniochoerus battlecreekensis,1
miniopterus majori,1
miniopterus schrebersi,1
miniopterus tibialis,1
minusculodelphis minimus,1
miochomys niobrarensis,1
mioclaenid sp,1
mioclaenus turgidens,1
miocochilius nicolas,1
miocyon sp,1
miocyon vallisrubrae,1
mioheteromys amplissimus,1
miohippus anceps,1
miohippus annectens,1
miohippus validus,1
miohippus? sp.,1
miolabis fricki,1
miomustela sp,1
miomustela? sp,1
mionictis letifer,1
mionictis? sp,1
miosciurus ballerianus,1
miosorex grivensis,1
miotapirus harrisonensis,1
miracinonyx trumani,1
miralina minor,1
mirounga sp.,1
mixodectes malaris,1
mixodectes? sp,1
mizquedelphys pilpinensis,1
moeritherium trigonodon,1
mogera hainana,1
mogera robusta,1
mogera sp.,1
molinodus suarezi,1
molossus fortis,1
molossus fumarius,1
molossus nasutus,1
molossus trinitatis,1
monachopsis pontica,1
monachus manachus,1
monodelphis osgoodi,1
monodelphis sanctaerosae,1
monosaulax sp,1
monosaulax tungurensis,1
monosaulax? sp,1
monosaulux pansus,1
monotrematum sudamericanum,1
montanatylopus matthewi,1
mookomys depressus,1
mookomys sibtilis,1
mookomys? sp,1
morganucodon oehleri,1
mormoops tumidiceps,1
moropus distans,1
moropus matthewi,1
moropus senex,1
moropus? maximus?,1
moschiola meminna,1
moschus sifanicus,1
mulkrajanops moghliensis,1
multituberculata sp,1
multituberculate? sp,1
mungos gambianus,1
muntiacus malabaricus,1
muramura williamsi,1
murina florium,1
murina huttoni,1
murina sp.,1
murina tubinaris,1
mus [unknown],1
mus abbotti,1
mus decuminus,1
mus decumonus,1
mus domesticus/hybrid,1
mus muralis,1
mus nagarum,1
mus novaehollandiae,1
muscardinus bouziguensis,1
mustela [unknown],1
mustela allegheniensis,1
mustela altaica,1
mustela buwaldi,1
mustela erminea/frenata,1
mustela flavigula,1
mustela martes,1
mustela minor,1
mustela mustela,1
mustela pennantii,1
mustela strigidorsa,1
mustela? sp,1
mustelid? sp,1
mydaus javanensis,1
mylagaulus douglassi,1
mylagaulus proximus,1
mylagaulus sesquipedalis,1
mylagaulus shotwelli,1
mylagaulus vetus,1
mylohyus exortivus,1
mylohyus longirostris,1
mylohyus temerarius,1
mylohyus/platygonus sp,1
mylomys sp.,1
myodes imaizumii,1
myodes obensis,1
myodes smithi,1
myoictis melas,1
myomimus sumbalenwalicus,1
myomys daltoni,1
myonycteris torquatus,1
myopterus albatus,1
myosciurus pumilio,1
myosorex babaulti,1
myosorex geata,1
myosorex swinnyi,1
myospalax epitingi,1
myospalax fontanieri,1
myotis albicinctus,1
myotis autroriparius,1
myotis bechsteinii,1
myotis bocagii,1
myotis californicus/ciliolabrum,1
myotis carimatae,1
myotis carteri,1
myotis danutae,1
myotis eudema,1
myotis izecksohni,1
myotis keeni,1
myotis leibii?,1
myotis longipes,1
myotis lucifigus,1
myotis lucifugus/keenii?,1
myotis lucifugus/yumanensis,1
myotis lucifugus?,1
myotis misonnei,1
myotis moupinensis,1
myotis podlesicensis,1
myotis riparius/keaysi,1
myotis siligorensis,1
myotis yumanesis,1
myotomys unisulcatus,1
myotragus balearicus,1
myoxus avellanarius,1
myrmecophaga jubata,1
myrmecophaga sp.,1
mysateles prehensilis,1
mysops fraternus,1
mysops kalicola,1
mysops minimus,1
mytonolagus? petersoni,1
mytonomys burkei,1
mytonomys wortmani,1
naemorhedus baileyi,1
naemorhedus sumatraensis,1
namatomys fantasma,1
namatomys sp,1
namilamadeta snideri,1
nanger dama,1
nannippus molle,1
nannippus petrusus,1
nannippus rectrusus,1
nannippus whitneyi,1
nannipus sp,1
nannipus tehoense,1
nannolithax gracilis,1
nannopithex pollicaris,1
nanochoerus elegans,1
nanochoerus supremus,1
nanomys simplicidens,1
nanonycteris veldkampii,1
napaeozapus insignus,1
napaeozapus? sp,1
nasilio brachyrhynea,1
nasua nelsoni,1
nasua rufa,1
natalus mexicana,1
navajovius? sp,1
neatocastor hesperus,1
nebraskomys rexroadensis,1
necrolemur antiquus,1
nectomys (probably),1
nectomys alfari,1
nectomys apicalus,1
nekrolagus progressus,1
nemolestes spalacotherinus,1
nemorhaedus crispus,1
nemorrhaedus griseus,1
nemorrhedus bubalinus,1
neohelos stirtoni,1
neohipparion affine,1
neohipparion floresi,1
neohipparion plicans,1
neohipparion trampasense,1
neomeris asiaeorientalis,1
neomys sp.,1
neoplagiaulax hazeni,1
neoplagiaulax hunteri,1
neoreomys australis?,1
neoreomys huilensis,1
neosaimiri fieldsi,1
neosorex albibarbis,1
neotamias speciosus,1
neotetrachus sinensis,1
neotoma albigula/micropus,1
neotoma alleni,1
neotoma arizonae,1
neotoma bella,1
neotoma cinerea/mexicana,1
neotoma douglasi,1
neotoma ferruginea,1
neotoma flordiana,1
neotoma intermedia,1
neotoma leucodon/mexicana,1
neotoma microtus,1
neotoma nelsoni,1
neotoma picta,1
neotoma stephensi/floridana?,1
neotoma stephensii,1
neotoma vaughani,1
neotragocerus sp,1
neotragus saltianas,1
neovison gymnocercus,1
nephelomys meridensis,1
nesodon imbricatus?,1
nesophontes sp,1
nesoryzomys fernandinae,1
nesoryzomys indepessus,1
nesoryzomys narboroughi,1
nesotragus livingstonianus,1
nestoritherium pentelicum?,1
neurogymnurus cayluxi,1
neurotrichus columbianus,1
neurotrichus sp.,1
neusticomys peruviensis,1
nexuotapirus robustus,1
niglarodon progressus,1
nimravus altidens,1
nimravus intermedia,1
nimravus sp,1
niphredil radagasti,1
niptomomys thelmae,1
niviventer sp.,1
noctilio unicolor,1
nortedelphys intermedius,1
notharctus crassus?,1
notharctus formosus,1
notharctus jarrovii,1
notharctus limnosus,1
notharctus pugnax,1
notharctus robinsoni,1
nothocyon annectens,1
nothocyon coloradoensis,1
nothocyon geismarianus,1
nothocyon gregorii,1
nothocyon lemur?,1
nothocyon multicuspis,1
nothocyon oregonensis,1
nothocyon sp,1
nothrotherium sp,1
notictis ortizi,1
notiomys vestitus,1
notiosorex cockrumi,1
notocynus hermosicus,1
notolagus lepusculus,1
notolagus velox,1
notomys mitchellii,1
notopteris macdonaldi,1
nyanzachoerus sp,1
nyctalus africanus,1
nyctalus cubanus,1
nyctalus montanus,1
nycteris aurita,1
nycteris fuliginosa,1
nycticebus sp.,1
nycticeius artinu,1
nycticeius greyi,1
nycticeius planirostris,1
nycticejus crepuscularis,1
nycticieus crepuscularis,1
nyctilestes serotinus,1
nyctimene aello,1
nyctimene cephalotes,1
nyctimene scitulus,1
nyctinomus ?,1
nyctinomus planiceps,1
nyctipithecus trivirgatus,1
nyctithere? sp,1
nyctitheriid sp,1
nyctymene aello,1
nyctymene major,1
ocajila makpiyahi,1
ochetodon humilis,1
ochetodon longicauda,1
ochetodon mexicanus,1
ochotona cuppes,1
ochotona erythrotis,1
ochotona gloveri,1
ochotona gyilongensis,1
ochotona hodgsoni,1
ochotona nitida,1
ochotona roylei?,1
ochotona saxatilis,1
ochotona sikimaria,1
ochotona svatoshi,1
ochotona wardi,1
ochotona whartoni,1
ochotonid? sp,1
ochotonoides sp,1
ochromys woosnami,1
ochrotomys nutalli,1
ochrotomys nuttallii,1
octodon [unknown],1
octomys barrerae,1
octomys joannius,1
odobaenops agomphos,1
odocoileus [unknown],1
odocoileus casensis,1
odocoileus osceola,1
odocoileus virginiana,1
odocoileus virginianus?,1
oecomys flavicans,1
oecomys marmorae,1
oecomys trabeatus,1
oedolithax mira,1
oenomys sp.,1
oligobiotherium divisum,1
oligobunis darbyi,1
oligoryctes altitalonoides,1
oligoryctes? occisolus,1
oligoryzomis magellanicus,1
oligoryzomys ?,1
oligoryzomys flavesscens,1
oligoryzomys griseolus,1
oligoryzomys mattogrossae,1
oligoryzomys muchiquensis,1
oligoryzomys tenuipes,1
oligospermophilus douglassi,1
ommatophoca rossii,1
omomys carteri?,1
omomys lloydi?,1
omomys minutus,1
ondatra idahoensis,1
ondatra zibethucus,1
onotragus megaceros,1
onychogalea unquifera,1
onychomys luecogaster,1
onychomys torridus-type,1
ophiomys taylori,1
oreailurus jacobita,1
oreodon culbertsoni,1
oreodon major,1
oreonetes starkensis,1
oreotragus major,1
ornithorynchus paradoxus,1
orohippus osbornianus,1
orohippus progressus,1
orohippus proteros,1
orohippus pumilis,1
orohippus pumilus,1
orohippus uintanus,1
oromerycid sp,1
oromeryx plicatus,1
oromeryx sp,1
orthogeomys scalops,1
orthogeomys thaeleri,1
orycteropus aethiopicus,1
orycteropus sp.,1
oryctolagus sp,1
oryctolagus sp.,1
oryzomys argentatus,1
oryzomys balneator,1
oryzomys bauri,1
oryzomys bicolor,1
oryzomys boliviae,1
oryzomys bouri,1
oryzomys childi,1
oryzomys concolor,1
oryzomys cozumelae,1
oryzomys delticola,1
oryzomys fulvescens,1
oryzomys maracajuensis,1
oryzomys monochromos,1
orzomys hammondi,1
osgoodomys levipes,1
otionohyus bullatus,1
otolemur sp.,1
otomops papuensis,1
otomys [unknown],1
otomys anchietae,1
otomys irriratus,1
otomys latidens,1
otomys saundersae,1
otomys tugulensis,1
otomys uzungwensis,1
otospermophilus gidleyi,1
ototylomys phylottis,1
ourayia sp,1
ourebia hastata,1
ovibos cavifrons,1
ovis [unknown],1
ovis aires,1
ovis nelsoni,1
ovis sibenia,1
ovis sp,1
oxyacodon campi,1
oxyacodon josephi,1
oxyacodon tecumsae,1
oxyaena casieri,1
oxyaena forcipata,1
oxyaena intermedia,1
oxyaena pardalis?,1
oxyaena simpsoni,1
oxyaena? sp,1
oxyaenid indet,1
oxyaenid? sp,1
oxyaenodon dysodus,1
oxyaenodon sp,1
oxyclaenus antiquus,1
oxyclaenus subbituminus,1
oxydactylus brachyodontus,1
oxydactylus campestris,1
oxymycterus iris,1
pachycynodon boriei,1
pachycyon robustus,1
pachynolophus cesserasicus,1
pachynolophus prevosti,1
pachytragus crassicornis,1
pakicetus inachus,1
pakkokuhyus lahirii,1
pakotitanops latidentatus,1
palaeanodon nievelti,1
palaearctomys macrorhinus,1
palaearctomys montanus,1
palaechthon woodi,1
palaeictops absarokae,1
palaeictops matthewi,1
palaeictops pineyensis,1
palaeochiropteryx tupaiodon,1
palaeochoerus meissneri,1
palaeochoerus meisurri,1
palaeochoerus typus,1
palaeoerinaceus arvernensis,1
palaeogale angustiformis,1
palaeogale fecunda,1
palaeogale sp,1
palaeogale ulipses,1
palaeogale? sp,1
palaeolagus intermedius?,1
palaeolagus turgidus,1
palaeolagus? sp,1
palaeolama mirifica,1
palaeoloxodon naumanni,1
palaeomeryx americanus,1
palaeomeryx curineas,1
palaeomeryx enimeus,1
palaeonictis gigantea,1
palaeonictis occidentalis,1
palaeopotorous thesarus,1
palaeopotorous thesaurus,1
palaeoscaptor rectus,1
palaeosinopa dorri,1
palaeosinopa osborni,1
palaeostylops iturus,1
palaeosyops major,1
palaeosyops paludocus,1
palaeosyops paludosus,1
palaeothentes ambiguus,1
palaeothentes chubutensis,1
palaeothentes holmbergi,1
palaeothentes lemoinei,1
palaeothentes primus,1
palaeotheriid sp,1
palaeotherium annectens,1
palaeotherium girondicum,1
palaeotherium sp,1
palaeotragus germaini,1
paleomoropus jepseni,1
paleoparadoxia repenningi,1
paleoparadoxia weltoni,1
paleotomus junior,1
paleotomus sp,1
paljara tiararensae,1
paloplotherium? sp,1
pan sp,1
panochtus tuberculatus,1
panthera [unknown],1
panthera augusta,1
pantolambda cavirictus,1
pantolambdodon fortis,1
pantolesta sp,1
pantolestes elegans,1
pantolestes longicaudus,1
pantolestes? sp,1
pantolestid? sp,1
papio [unknown],1
papio cyanocephalus,1
pappaceras confluens,1
pappogeomys zinseri,1
parabderites minusculus,1
paracimexomys propriscus,1
paracricetodon cadurcensis,1
paracricetodon confluens,1
paracricetodon dehmi,1
paracricetodon spectabile,1
paracrocidura maxima,1
paradidelphys parvula,1
paradidelphys pattersoni,1
paradijidaumo trilophus,1
paradipoides sp,1
paradjidaumo alberti,1
paradjidaumo validus,1
paradoxurus jerdoni,1
parahippus agrestis,1
parahippus blackbergi,1
parahippus crenidens,1
parahippus mourningi,1
parahippus ultimus,1
parahodomys? sp,1
parahyaenodon argentinus,1
parahyus abberans,1
paralutra jaegeri,1
paramicrogale occidentalis,1
paramiolabis taylori,1
paramyid indet,1
paramys compressidens,1
paramys excavatus?,1
paramys francisi,1
paramys grangeri,1
paramys huerfanensis,1
paramys lemoinei,1
paramys major,1
paramys medius,1
paramys wyomingensis,1
paramys? francesi,1
paranomalurus sp,1
parapithecus fraasi,1
parapodemus sp,1
pararyctes sp,1
paratoceras tedfordi,1
paratylopus wortmani,1
paraxerus lucifer,1
parectypodus childei,1
parenhydrocyon josephi,1
parictis? sp,1
paroligobunis simplicidens,1
paronychomys sp,1
paroodectes feisti,1
paroxyclaenus lemuroides,1
paschatherium sjongersi,1
patene colhuapiensis,1
patriofelis ferox,1
pearsonomys annectens,1
pediomeryx ruminalis,1
pediomys cookei?,1
pediomys hatcheri?,1
pediomys prokrejcii,1
pediomys? sp,1
pelagiarctos thomasi,1
pelea capreola,1
peligrotherium tropicalis,1
pelomys (komemys),1
pelomys sp.,1
peltephilus sp,1
pelycodus lecoqi,1
pelycodus mckennai,1
pelycodus tutus,1
pelycodus tutus?,1
pelycomys rugosus,1
penetrigonias yoderensis,1
pennonictis pliocaenica,1
pentacemylus progressus,1
pentapassalus sp,1
pentapassalus woodi,1
peradectes mino,1
peradectes pauli,1
peramelidae sp.,1
perathere? sp,1
perathereutes kobyi,1
perathereutes pungens,1
peratherium hunti,1
peratherium knighti?,1
peratherium morrisi,1
peratherium spindleri,1
peratherium? fugax?,1
periconodon helveticus,1
pericyon socialis,1
peridiomys rusticus,1
perikoala robustus,1
perikoala rosbustus,1
periptychid sp,1
periptychus gilmorei,1
periptychus rhabadon,1
periptychus rhabdodon,1
periptychus rhaododon,1
periptychus superstes,1
pernatherium rugosum,1
perognathoides continentalis,1
perognathoides cuyamensis,1
perognathoides sp,1
perognathoides tertius,1
perognathus [unknown],1
perognathus? sp,1
peromyscus boylei,1
peromyscus boyleyii,1
peromyscus boylii/eremicus,1
peromyscus cedrosensis,1
peromyscus crinitus/maniculatus,1
peromyscus eremicus/leucopus/maniculatus,1
peromyscus eremicus/maniculatus,1
peromyscus fulvescens,1
peromyscus gratus/truei,1
peromyscus imperfectus,1
peromyscus irvingtonensis,1
peromyscus leucopos,1
peromyscus leucopus?,1
peromyscus maniculaus,1
peromyscus mekisturus,1
peromyscus nasatus,1
peromyscus nebrascensis,1
peromyscus nematodon,1
peromyscus spicilagus,1
peropteryx sp.,1
petaurista clarkei,1
petaurista melanotus,1
petaurista nobilis,1
petaurista philippensis,1
petaurista yunnanensis,1
petinomys crinitus,1
petinomys setotus,1
petrogale inornata,1
petrogale lateralis,1
petrokoslovia sp,1
petromyscus shortridgei,1
phacochoerus antiquus,1
phalanger breviceps,1
phalanger intercastellanus,1
phalanger sp,1
phalanger vestitus,1
phascolarctos stirtoni,1
phascolomis latifrons,1
phascolomis ursinus,1
phascolonus gigas,1
phascolosorex sp.,1
phenacocoelus brachypodus,1
phenacocoelus leptoscelos,1
phenacodaptes sp,1
phenacodon sp,1
phenacodus copei?,1
phenacodus lemoinei,1
phenacodus robustus,1
phenacodus sp.,1
phenacodus wortmani,1
phenacolemur pagei*,1
phenacolemur praecorcitatus,1
phenacolophus fallax,1
phenacomys albipes,1
philander entrerrianus,1
philander oppossum,1
philantomba maxwellii,1
philantomba monticola,1
phiomys phiomyoides,1
phlaocyon annectens,1
phoca richardi,1
phocageneus venustus,1
phocoena comunis,1
phocoena phocoena.,1
phocoena vomerina,1
phodopus songorus,1
phodopus sungarus,1
phodopus sungurus,1
phonocdromus gracilis,1
phonocdromus riggsi,1
phthinylla fracta,1
phyllomys lamarum,1
phyllonycteris planifrons,1
phyllorhina diadema,1
phyllostomus hastatus?,1
phyllostomus latifolius,1
phyllotis sp,1
pichipilus centinelus,1
pichipilus osborni,1
piezodus branssatensis,1
pilchenia lucina,1
pildra magna,1
pildra tertius,1
pilgrimella pilgrimi,1
pilkipildra handi,1
pilkipildra taylorae,1
pilosa sp.,1
pinnarctidion bishopi,1
pinnipedia sp.,1
pipestoneomys sp,1
pipistrellus circumdatus,1
pipistrellus helios,1
pipistrellus inexpectatus,1
pipistrellus io,1
pipistrellus leucomelas,1
pipistrellus maderensis,1
pipistrellus marginatus,1
pipistrellus mordax,1
pipistrellus nitidus,1
pipistrellus papuanus,1
pipistrellus pulveratus,1
pipistrellus subulidens,1
pipistrellus vernayi,1
pippistrellus javanicus,1
pireddamys rayi,1
